,LabelValue,Mean,Min,Max,Variance,Count,Volume,Mass,x,y,z,t
56,0.0,1.5773627858018322e-05,0.0,0.05232049524784088,3.0613103380768704e-07,8188723.0,10235904.0,0.0,0.0,0.0,0.0,0.0
26,1002.0,0.02305395680684239,0.006829222198575735,0.0649598091840744,0.00013846445019722478,469.0,586.25,10.81230574240908,-0.8116396892677548,-38.24160398767556,43.92097303605895,0.0
9,1003.0,0.03199460871609308,0.009152360260486603,0.06944633275270462,0.0001450507094616337,1382.0,1727.5,44.216549245640635,31.019345148360642,-31.55705290113579,57.250988229125845,0.0
24,1005.0,0.019252830507324264,0.0032263847533613443,0.05293760821223259,6.684322791223119e-05,679.0,848.75,13.072671914473176,0.5240716000995886,51.815169121672554,4.8540863605082665,0.0
21,1006.0,0.017303963609679545,0.000881041050888598,0.04197349399328232,7.866312588438904e-05,1447.0,1808.75,25.0388353432063,13.699113533883393,-26.2163665460313,-18.28534180914419,0.0
2,1007.0,0.03538432427268831,6.5872404775291216e-06,0.1021621972322464,0.0007130720375383264,5694.0,7117.5,201.47834240868724,35.76063097382881,24.15826558940039,-31.514642846489178,0.0
4,1008.0,0.05076817431099709,0.009304606355726719,0.08271098136901855,0.00016122596122040717,7048.0,8810.0,357.81409254390746,40.22457962170073,41.55772964026799,24.173640814525253,0.0
5,1009.0,0.04073080623839461,1.2097208127670456e-05,0.09711341559886932,0.0007843572054046888,6705.0,8381.25,273.10005582843587,42.86833161783568,3.030101830308502,-28.119372895171377,0.0
34,1010.0,0.015815270676789082,0.00324793579056859,0.034044936299324036,4.0004912151326346e-05,386.0,482.5,6.1046944812405854,1.962121947403443,16.37184810782603,6.408090904264731,0.0
16,1011.0,0.030007550183061813,6.627807306358591e-05,0.1002393364906311,0.0003766441615049683,14522.0,18152.5,435.7696437584236,17.892627830813897,46.77431390094607,-24.485994526870016,0.0
0,1012.0,0.03968204449392629,0.0007631604094058275,0.09780880808830261,0.0004659320678136798,3771.0,4713.75,149.64098978659604,24.032631228150446,-62.64591227916603,-1.4701743017882059,0.0
35,1013.0,0.027878851642531843,0.0011798004852607846,0.06237272918224335,0.0001323083698901474,2760.0,3450.0,76.94563053338788,4.374556181211598,35.812093214050535,-11.948449270936857,0.0
48,1014.0,0.026167020274130717,0.0018542010802775621,0.07171814888715744,0.00015007979973270498,1353.0,1691.25,35.40397843089886,2.468968724887602,-62.20436630408782,2.1136386581248146,0.0
59,1015.0,0.060112499594364474,0.014744671061635017,0.1025693491101265,0.0002110501888099622,5750.0,7187.5,345.64687266759574,55.845166013658485,-1.4055144842041598,-5.697833446173717,0.0
46,1016.0,0.016340362253872566,0.0008124171872623265,0.05212925001978874,6.636215602470898e-05,2108.0,2635.0,34.44548363116337,6.666272082262221,2.498190997670017,-20.142628937905723,0.0
25,1017.0,0.014528585193437282,0.0017663557082414627,0.04094938561320305,3.9686769611788096e-05,810.0,1012.5,11.768154006684199,1.720880712719992,4.496311207954939,49.7219734914967,0.0
20,1018.0,0.0269829461387128,0.0032165253069251776,0.05049121752381325,6.767412848173892e-05,529.0,661.25,14.27397850737907,43.602372542311066,-38.314614280138485,24.661334006260784,0.0
50,1019.0,0.020088434587264302,0.005640790797770023,0.056369420140981674,0.00010148184423546646,443.0,553.75,8.899176522158086,39.53047006797123,-51.630754343883005,6.019319040768049,0.0
11,1020.0,0.04427434320371725,0.009063811972737312,0.08080199360847473,0.0003144932554994772,1967.0,2458.75,87.08763308171183,42.427992640012086,-59.60673150237469,20.56663138258181,0.0
32,1021.0,0.014209404586992169,0.0031573099549859762,0.0479140542447567,4.511305955284715e-05,309.0,386.25,4.39070601738058,8.243558372088195,46.89113634704541,3.620461044911327,0.0
8,1022.0,0.025084347386502608,0.005208891816437244,0.0658482015132904,9.738623276859373e-05,2471.0,3088.75,61.98342239204794,43.76024930773012,1.3599792157348023,40.46966287181503,0.0
22,1023.0,0.019280543367643534,0.002842892426997423,0.05776922404766083,0.00011072129892752765,685.0,856.25,13.207172206835821,-1.4044160414244977,-4.491049890178264,41.442431813652114,0.0
7,1024.0,0.02559089485275688,0.003184746252372861,0.057173456996679306,8.566845298821891e-05,2669.0,3336.25,68.30209836200811,44.18602004097978,-15.505788295540352,41.99090048450753,0.0
27,1025.0,0.024757468577449145,0.0031115731690078974,0.06014784052968025,0.00011143671693191072,3177.0,3971.25,78.65447767055593,1.7846508953429567,36.48546172709113,39.671026872192925,0.0
29,1026.0,0.022239651324666234,0.0041742571629583836,0.04469401016831398,8.154384774540797e-05,641.0,801.25,14.255616499111056,-1.8217303671547522,-62.73601363874008,23.365254780151133,0.0
13,1027.0,0.045197619447886576,0.010333597660064697,0.08262830227613449,0.00019450928045041424,4708.0,5885.0,212.79039236065,36.89126761973018,-61.99132784008446,32.332299183761904,0.0
15,1028.0,0.03749620080111894,0.0028913847636431456,0.08937132358551025,0.00024348958141938987,10754.0,13442.5,403.2341434152331,12.116435604190336,-63.36173760197368,46.81168002176039,0.0
12,1029.0,0.03096311374454283,0.004719721619039774,0.06229231506586075,0.00017214801743780622,3547.0,4433.75,109.82616445189342,21.94884149384675,38.33390775221826,45.55928338358497,0.0
1,1030.0,0.03695465242938078,0.0010992977768182755,0.085906021296978,0.000273182634154994,4642.0,5802.5,171.54349657718558,49.407316081391265,-19.017345297047367,2.0900212915585556,0.0
3,1031.0,0.04192502745079365,0.0060971989296376705,0.09115340560674667,0.00024363351397460817,3936.0,4920.0,165.0169080463238,51.307334740547674,13.805207522852195,32.84072114030616,0.0
55,1034.0,0.01935611752506632,0.007574984338134527,0.04124594107270241,3.874821168585079e-05,325.0,406.25,6.290738195646554,39.52944922480437,-2.6098141162438853,16.428251437556536,0.0
18,1035.0,0.0176804461020528,0.0025618369691073895,0.052673034369945526,7.199364058002524e-05,939.0,1173.75,16.60193888982758,35.616458357748606,-27.92151894797994,9.984554855801436,0.0
60,2002.0,0.021588733424714793,0.0030684915836900473,0.043868813663721085,9.359707003129224e-05,660.0,825.0,14.248564060311764,-5.393237615781722,-44.10130283764618,38.14012751894032,0.0
45,2003.0,0.03280394144369896,0.008489301428198814,0.06976914405822754,0.00013958939937438783,1365.0,1706.25,44.77738007064909,-38.77490025941279,-30.621672941796476,57.762130060508575,0.0
19,2005.0,0.021804104409066345,0.006056355312466621,0.05021004378795624,6.00671702381726e-05,1443.0,1803.75,31.463322662282735,-5.8825800602783564,55.94781792264124,16.18382250721453,0.0
51,2006.0,0.01777900305357703,0.002752944827079773,0.055012620985507965,9.975763037379106e-05,1272.0,1590.0,22.614891884149984,-16.58488020505946,-28.473229629466026,-17.08856144963557,0.0
10,2007.0,0.031098410792260178,0.0014070689212530851,0.09487004578113556,0.0003170334166006132,2478.0,3097.5,77.06186194322072,-34.81456208613951,14.425726641559272,-22.207750656125103,0.0
33,2008.0,0.051246870023816,0.014106296934187412,0.09364714473485947,0.00017463842492413214,6186.0,7732.5,317.01313796732575,-48.628375615231384,39.661189020769946,20.86138255182983,0.0
53,2009.0,0.04819010439863897,6.059527549950872e-06,0.09823394566774368,0.0006364273772760659,10453.0,13066.25,503.7311612789731,-45.596988531623765,-1.509731500295782,-28.982228823471864,0.0
23,2010.0,0.01351484048705685,0.0013817668659612536,0.0416778102517128,4.7143912168536565e-05,1442.0,1802.5,19.488399982335977,-4.514347706542905,2.2510122461554434,8.253662995063687,0.0
6,2011.0,0.029407140009466443,7.687112884013914e-06,0.09141363948583603,0.0004021198490844095,12084.0,15105.0,355.3558798743925,-28.937863642093134,46.24572723856502,-24.877863640315397,0.0
28,2012.0,0.04458992007132178,0.0014822013908997178,0.08965401351451874,0.0004031760261942723,5399.0,6748.75,240.7409784650663,-26.245937204018443,-63.69642553863656,-4.796914897811506,0.0
30,2013.0,0.02790185051612868,0.002292234217748046,0.06469495594501495,0.00014064192281024906,2914.0,3642.5,81.30599240399897,-10.076421943415578,39.274732268800584,-12.406933671060857,0.0
14,2014.0,0.027220790614193444,0.0035050264559686184,0.0682574063539505,0.0001633376439291823,1496.0,1870.0,40.72230275883339,-4.644175415847978,-64.88211518156037,1.5196080074473233,0.0
52,2015.0,0.05765908357034262,0.009945917874574661,0.10710132122039795,0.00020495566067401736,5890.0,7362.5,339.612002229318,-60.594093919827834,-0.3123025377459963,-6.631383622363611,0.0
62,2016.0,0.02051551332995015,2.9056338462396525e-05,0.0731162503361702,0.0002457141973406943,2279.0,2848.75,46.754854878956394,-18.660011261540976,-0.48132995582490545,-27.327491395615585,0.0
43,2017.0,0.016938921026732237,0.0036839123349636793,0.056932482868433,8.00505029815555e-05,1276.0,1595.0,21.614063230110332,-6.890079572944492,10.566671403993896,59.17374113263513,0.0
44,2018.0,0.031192250921614043,0.006740197539329529,0.06125299632549286,0.00011007869296576562,1315.0,1643.75,41.01780996192247,-50.67189812323143,-38.56099985229376,24.527174678443842,0.0
38,2019.0,0.024628760238342425,0.009228711947798729,0.0498623326420784,9.695380968074185e-05,119.0,148.75,2.9308224683627486,-37.41296374075314,-54.87283040278534,10.154373995537602,0.0
