,LabelValue,Mean,Min,Max,Variance,Count,Volume,Mass,x,y,z,t
44,1019.0,0.030522804933901356,0.00951408315449953,0.049850184470415115,9.120219606700296e-05,337.0,421.25,10.286185262724757,38.01489041806915,-60.14356776525042,8.749271317146539,0.0
53,1020.0,0.03302632393031989,0.0072453697212040424,0.07050415128469467,0.00014610497314155167,2300.0,2875.0,75.96054503973573,43.484049148852534,-56.40187082292555,21.06664586902658,0.0
31,1021.0,0.01661208061031411,0.003293062327429652,0.031511127948760986,3.758323389208937e-05,216.0,270.0,3.5882094118278474,10.505796817555144,47.63850378808982,-0.29789697044129926,0.0
59,1022.0,0.024125566377271368,0.0029442470986396074,0.06050863116979599,0.00011443681918278946,3739.0,4673.75,90.20549268461764,36.40860804798912,4.535318900253888,47.413261722704,0.0
21,1023.0,0.02133004144849466,0.005976480897516012,0.037077926099300385,5.222861744258849e-05,266.0,332.5,5.673791025299579,-0.42143613577443906,-8.938596964489003,55.704479654096254,0.0
55,1024.0,0.025503732356471052,0.005021926015615463,0.05928700417280197,9.714096924089781e-05,3179.0,3973.75,81.07636516122147,37.97076686144669,-13.216081214402953,45.420215675659385,0.0
28,1025.0,0.024827135178149315,0.005451735109090805,0.09254035353660583,0.0001435475039668638,2362.0,2952.5,58.64169329078868,1.3350235930006518,33.908852447596395,31.788444740047453,0.0
34,1026.0,0.023625781062679985,0.004153828136622906,0.04904720559716225,7.916881538629853e-05,600.0,750.0,14.175468637607992,-0.36336339496464043,-62.04547896016748,24.362189966380303,0.0
57,1027.0,0.03926294961832361,0.008757696487009525,0.0754045695066452,0.00015530000970422658,4013.0,5016.25,157.56221681833267,33.757753430883696,-63.20262776188487,33.81149194186883,0.0
49,1028.0,0.03599525793753226,0.007621631026268005,0.08096464723348618,0.00016414575837231694,10806.0,13507.5,388.96475727297366,10.036832013023405,-61.63559183976218,49.000953207369015,0.0
8,1029.0,0.028748727487392257,0.004650109447538853,0.08310815691947937,0.000135160266518021,4706.0,5882.5,135.29151155566797,19.37557213814928,42.84365446052073,39.13728565110422,0.0
46,1030.0,0.03262073496015297,0.003699945518746972,0.07917504012584686,0.00016730841650602159,4254.0,5317.5,138.76860652049072,52.128614262961165,-11.908213141907952,5.263645319837771,0.0
50,1031.0,0.034460918447014155,0.005267125554382801,0.07446856051683426,0.0002611861708022201,3272.0,4090.0,112.75612515863031,48.64927675599199,15.532807392205559,33.532095311019866,0.0
39,1034.0,0.020903439565349048,0.010019543580710888,0.047013700008392334,3.290941111571585e-05,254.0,317.5,5.309473649598658,38.29628391450868,-1.9185724272959406,15.85684530100236,0.0
62,1035.0,0.023084745298112205,0.0031735505908727646,0.04965343698859215,6.892370200301287e-05,1589.0,1986.25,36.68166027870029,38.609067891558226,-27.720962568210812,10.619580777349974,0.0
7,2002.0,0.032666045896280395,0.008517776615917683,0.06978047639131546,0.00011224124758557017,452.0,565.0,14.765052745118737,-4.159261409748561,-46.84826931877668,41.26604034494213,0.0
11,2003.0,0.03415158261722397,0.011222557164728642,0.07517994940280914,9.412339731969779e-05,2100.0,2625.0,71.71832349617034,-35.47863515084555,-29.46001578879154,59.36345712060045,0.0
61,2005.0,0.03297097483485909,0.005838409997522831,0.06380660086870193,0.00015866903125307688,1602.0,2002.5,52.819501685444266,-4.366827826304813,57.49402754936047,17.843318891260196,0.0
4,2006.0,0.01690789549624663,0.0007752328529022634,0.05846109986305237,0.00015274653888070313,1593.0,1991.25,26.934277525520884,-17.937127146071496,-29.08899686597437,-21.00594376882679,0.0
6,2007.0,0.026275826217331794,8.406799167914869e-08,0.08549422025680542,0.00031404003029900286,4952.0,6190.0,130.117891428227,-38.0842395478062,12.68617776277733,-36.308419047515265,0.0
30,2008.0,0.04736732332028415,0.008260860107839108,0.09499121457338333,0.00028852379401728183,4231.0,5288.75,200.41114496812224,-49.62079952990278,35.75588527874993,24.55111762185327,0.0
58,2009.0,0.04496999572370433,3.007464783877367e-07,0.11261170357465744,0.0004592279888586155,6213.0,7766.25,279.3985834313751,-50.300032753690054,0.9271321720251968,-27.252600592655615,0.0
22,2010.0,0.020612852106516956,0.0008672112016938627,0.061172470450401306,9.53352862964231e-05,1778.0,2222.5,36.649651045387145,-13.662201172936292,5.928951471849926,6.964969131606187,0.0
2,2011.0,0.034302519292641026,6.837381505420126e-08,0.12901438772678375,0.00045188693700977606,12434.0,15542.5,426.51752488469873,-28.75159631259097,50.99854935193423,-16.004036282179676,0.0
29,2012.0,0.03895663625419639,0.003719059517607093,0.09611731022596359,0.00033995308169066415,5361.0,6701.25,208.84652695874684,-25.828704388007054,-63.16008519628467,-4.751698377241749,0.0
1,2013.0,0.030183354206772265,1.3430418732696126e-07,0.12932458519935608,0.0005608348013252912,4905.0,6131.25,148.04935238421794,-4.500861077015339,33.11543199703799,-29.566626917026483,0.0
56,2014.0,0.037184752583984404,0.002338418271392584,0.08961343765258789,0.0003716203479006029,1457.0,1821.25,54.17818451486528,-4.539527031470414,-70.29192154809711,4.172132730887922,0.0
48,2015.0,0.04229915135117904,0.0035663337912410498,0.09180513769388199,0.0002291052779023555,3854.0,4817.5,163.02092930744402,-61.56924010539738,-2.6490859029205756,-5.981375698260355,0.0
35,2016.0,0.017629059528619873,0.00362485833466053,0.04884786158800125,8.787212657917881e-05,1307.0,1633.75,23.041180803906173,-18.11228508792234,-4.0548508493918325,-13.53136591601165,0.0
47,2017.0,0.0274258828777101,0.004723219200968742,0.056321170181035995,0.00010224066253123159,2617.0,3271.25,71.77353549096733,-4.4872787198264055,13.551964562234755,67.62223665222669,0.0
3,2018.0,0.0317174746606427,0.010610637255012989,0.0765928402543068,0.00016897261696844834,1709.0,2136.25,54.20516419503838,-50.796389287750344,-38.802968344622045,20.98282659031586,0.0
16,2019.0,0.053682606625406144,0.002965858206152916,0.09206888824701309,0.00037900063896681836,1707.0,2133.75,91.63620950956829,-45.38919032122779,-57.00050486636961,1.0805190514080598,0.0
15,2020.0,0.04458660837810706,0.005069826729595661,0.09932634234428406,0.0002770848175899322,2567.0,3208.75,114.45382370660082,-49.95613117510574,-56.92341002582949,22.04506468599358,0.0
40,2021.0,0.020138224523247185,0.0024513034150004387,0.049454446882009506,0.0001302036548723112,216.0,270.0,4.349856497021392,-13.767225318075052,46.86932230302491,-2.9635362198006057,0.0
